# book	sec	title	page	kind	path
wangdao-cn		4．提高可靠性	14	kp	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.3  计算机网络的功能 > 4．提高可靠性
wangdao-cn		5．负载均衡	15	kp	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.3  计算机网络的功能 > 5．负载均衡
wangdao-cn	1.1.4	1.1.4  电路交换、报文交换与分组交换	15	kp	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.4  电路交换、报文交换与分组交换
wangdao-cn		1．电路交换	15	kp	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.4  电路交换、报文交换与分组交换 > 1．电路交换
wangdao-cn		2．报文交换	15	kp	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.4  电路交换、报文交换与分组交换 > 2．报文交换
wangdao-cn		3．分组交换	16	kp	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.4  电路交换、报文交换与分组交换 > 3．分组交换
wangdao-cn	1.1.5	1.1.5  计算机网络的分类	17	kp	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.5  计算机网络的分类
wangdao-cn		1．按分布范围分类	17	kp	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.5  计算机网络的分类 > 1．按分布范围分类
wangdao-cn		2．按传输技术分类	18	kp	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.5  计算机网络的分类 > 2．按传输技术分类
wangdao-cn		3．按拓扑结构分类	18	kp	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.5  计算机网络的分类 > 3．按拓扑结构分类
wangdao-cn		4．按使用者分类	18	kp	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.5  计算机网络的分类 > 4．按使用者分类
wangdao-cn		5．按传输介质分类	18	kp	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.5  计算机网络的分类 > 5．按传输介质分类
wangdao-cn	1.1.6	1.1.6  计算机网络的性能指标	19	kp	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.6  计算机网络的性能指标
wangdao-cn	1.1.7	1.1.7  本节习题精选	21	ex	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.7  本节习题精选
wangdao-cn		一、单项选择题	21	ex	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.7  本节习题精选 > 一、单项选择题
wangdao-cn		二、综合应用题	23	ex	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.7  本节习题精选 > 二、综合应用题
wangdao-cn	1.1.8	1.1.8  答案与解析	24	ex	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.8  答案与解析
wangdao-cn		一、单项选择题	24	ex	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.8  答案与解析 > 一、单项选择题
wangdao-cn		二、综合应用题	26	ex	第1章 计算机网络体系结构 > 1.1  计算机网络概述 > 1.1.8  答案与解析 > 二、综合应用题
wangdao-cn	1.2	1.2  计算机网络体系结构与参考模型	27	kp	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型
wangdao-cn	1.2.1	1.2.1  计算机网络分层结构	27	kp	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型 > 1.2.1  计算机网络分层结构
wangdao-cn	1.2.2	1.2.2  计算机网络协议、服务、接口的概念	28	kp	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型 > 1.2.2  计算机网络协议、服务、接口的概念
wangdao-cn		1．协议	28	kp	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型 > 1.2.2  计算机网络协议、服务、接口的概念 > 1．协议
wangdao-cn		2．接口	28	kp	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型 > 1.2.2  计算机网络协议、服务、接口的概念 > 2．接口
wangdao-cn		3．服务	29	kp	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型 > 1.2.2  计算机网络协议、服务、接口的概念 > 3．服务
wangdao-cn	1.2.3	1.2.3  OSI参考模型和TCP/IP模型	29	kp	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型 > 1.2.3  OSI参考模型和TCP/IP模型
wangdao-cn		1．OSI参考模型	29	kp	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型 > 1.2.3  OSI参考模型和TCP/IP模型 > 1．OSI参考模型
wangdao-cn		2．TCP/IP模型	32	kp	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型 > 1.2.3  OSI参考模型和TCP/IP模型 > 2．TCP/IP模型
wangdao-cn		3．TCP/IP模型与OSI参考模型的比较	33	kp	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型 > 1.2.3  OSI参考模型和TCP/IP模型 > 3．TCP/IP模型与OSI参考模型的比较
wangdao-cn	1.2.4	1.2.4  本节习题精选	34	ex	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型 > 1.2.4  本节习题精选
wangdao-cn		单项选择题	34	ex	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型 > 1.2.4  本节习题精选 > 单项选择题
wangdao-cn	1.2.5	1.2.5  答案与解析	37	ex	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型 > 1.2.5  答案与解析
wangdao-cn		单项选择题	37	ex	第1章 计算机网络体系结构 > 1.2  计算机网络体系结构与参考模型 > 1.2.5  答案与解析 > 单项选择题
wangdao-cn	1.3	1.3  本章小结及疑难点	40	sum	第1章 计算机网络体系结构 > 1.3  本章小结及疑难点
wangdao-cn		第2章 物理层	42	kp	第2章 物理层
wangdao-cn		【考纲内容】	42	other	第2章 物理层 > 【考纲内容】
wangdao-cn		【复习提示】	42	other	第2章 物理层 > 【复习提示】
wangdao-cn	2.1	2.1  通信基础	42	kp	第2章 物理层 > 2.1  通信基础
wangdao-cn	2.1.1	2.1.1  基本概念	42	kp	第2章 物理层 > 2.1  通信基础 > 2.1.1  基本概念
wangdao-cn		1．数据、信号与码元	42	kp	第2章 物理层 > 2.1  通信基础 > 2.1.1  基本概念 > 1．数据、信号与码元
wangdao-cn		2．信源、信道与信宿	42	kp	第2章 物理层 > 2.1  通信基础 > 2.1.1  基本概念 > 2．信源、信道与信宿
wangdao-cn		3．速率、波特与带宽	43	kp	第2章 物理层 > 2.1  通信基础 > 2.1.1  基本概念 > 3．速率、波特与带宽
wangdao-cn	2.1.2	2.1.2  信道的极限容量	43	kp	第2章 物理层 > 2.1  通信基础 > 2.1.2  信道的极限容量
wangdao-cn		1．奈奎斯特定理（奈氏准则）	44	kp	第2章 物理层 > 2.1  通信基础 > 2.1.2  信道的极限容量 > 1．奈奎斯特定理（奈氏准则）
wangdao-cn		2．香农定理	44	kp	第2章 物理层 > 2.1  通信基础 > 2.1.2  信道的极限容量 > 2．香农定理
wangdao-cn	2.1.3	2.1.3  编码与调制	45	kp	第2章 物理层 > 2.1  通信基础 > 2.1.3  编码与调制
wangdao-cn		1．数字数据编码为数字信号	45	kp	第2章 物理层 > 2.1  通信基础 > 2.1.3  编码与调制 > 1．数字数据编码为数字信号
wangdao-cn		2．模拟数据编码为数字信号	46	kp	第2章 物理层 > 2.1  通信基础 > 2.1.3  编码与调制 > 2．模拟数据编码为数字信号
wangdao-cn		3．数字数据调制为模拟信号	46	kp	第2章 物理层 > 2.1  通信基础 > 2.1.3  编码与调制 > 3．数字数据调制为模拟信号
wangdao-cn		4．模拟数据直接传输为模拟信号	47	kp	第2章 物理层 > 2.1  通信基础 > 2.1.3  编码与调制 > 4．模拟数据直接传输为模拟信号
wangdao-cn	2.1.4	2.1.4  本节习题精选	47	ex	第2章 物理层 > 2.1  通信基础 > 2.1.4  本节习题精选
wangdao-cn		一、单项选择题	47	ex	第2章 物理层 > 2.1  通信基础 > 2.1.4  本节习题精选 > 一、单项选择题
wangdao-cn		二、综合应用题	50	ex	第2章 物理层 > 2.1  通信基础 > 2.1.4  本节习题精选 > 二、综合应用题
wangdao-cn	2.1.5	2.1.5  答案与解析	50	ex	第2章 物理层 > 2.1  通信基础 > 2.1.5  答案与解析
wangdao-cn		一、单项选择题	50	ex	第2章 物理层 > 2.1  通信基础 > 2.1.5  答案与解析 > 一、单项选择题
wangdao-cn		二、综合应用题	53	ex	第2章 物理层 > 2.1  通信基础 > 2.1.5  答案与解析 > 二、综合应用题
wangdao-cn	2.2	2.2  传输介质	54	kp	第2章 物理层 > 2.2  传输介质
wangdao-cn	2.2.1	2.2.1  双绞线、同轴电缆、光纤与无线传输介质	54	kp	第2章 物理层 > 2.2  传输介质 > 2.2.1  双绞线、同轴电缆、光纤与无线传输介质
wangdao-cn		1．双绞线	54	kp	第2章 物理层 > 2.2  传输介质 > 2.2.1  双绞线、同轴电缆、光纤与无线传输介质 > 1．双绞线
wangdao-cn		2．同轴电缆	54	kp	第2章 物理层 > 2.2  传输介质 > 2.2.1  双绞线、同轴电缆、光纤与无线传输介质 > 2．同轴电缆
wangdao-cn		3．光纤	54	kp	第2章 物理层 > 2.2  传输介质 > 2.2.1  双绞线、同轴电缆、光纤与无线传输介质 > 3．光纤
wangdao-cn		4．无线传输介质	55	kp	第2章 物理层 > 2.2  传输介质 > 2.2.1  双绞线、同轴电缆、光纤与无线传输介质 > 4．无线传输介质
wangdao-cn	2.2.2	2.2.2  物理层接口的特性	56	kp	第2章 物理层 > 2.2  传输介质 > 2.2.2  物理层接口的特性
wangdao-cn	2.2.3	2.2.3  本节习题精选	56	ex	第2章 物理层 > 2.2  传输介质 > 2.2.3  本节习题精选
wangdao-cn		单项选择题	56	ex	第2章 物理层 > 2.2  传输介质 > 2.2.3  本节习题精选 > 单项选择题
wangdao-cn	2.2.4	2.2.4  答案与解析	57	ex	第2章 物理层 > 2.2  传输介质 > 2.2.4  答案与解析
wangdao-cn		单项选择题	57	ex	第2章 物理层 > 2.2  传输介质 > 2.2.4  答案与解析 > 单项选择题
wangdao-cn	2.3	2.3  物理层设备	58	kp	第2章 物理层 > 2.3  物理层设备
wangdao-cn	2.3.1	2.3.1  中继器	58	kp	第2章 物理层 > 2.3  物理层设备 > 2.3.1  中继器
wangdao-cn	2.3.2	2.3.2  集线器	58	kp	第2章 物理层 > 2.3  物理层设备 > 2.3.2  集线器
wangdao-cn	2.3.3	2.3.3  本节习题精选	59	ex	第2章 物理层 > 2.3  物理层设备 > 2.3.3  本节习题精选
wangdao-cn		单项选择题	59	ex	第2章 物理层 > 2.3  物理层设备 > 2.3.3  本节习题精选 > 单项选择题
wangdao-cn	2.3.4	2.3.4  答案与解析	60	ex	第2章 物理层 > 2.3  物理层设备 > 2.3.4  答案与解析
wangdao-cn		单项选择题	60	ex	第2章 物理层 > 2.3  物理层设备 > 2.3.4  答案与解析 > 单项选择题
wangdao-cn	2.4	2.4  本章小结及疑难点	60	sum	第2章 物理层 > 2.4  本章小结及疑难点
wangdao-cn		第3章 数据链路层	62	kp	第3章 数据链路层
wangdao-cn		【考纲内容】	62	other	第3章 数据链路层 > 【考纲内容】
wangdao-cn		【复习提示】	62	other	第3章 数据链路层 > 【复习提示】
wangdao-cn	3.1	3.1  数据链路层的功能	62	kp	第3章 数据链路层 > 3.1  数据链路层的功能
wangdao-cn	3.1.1	3.1.1  数据链路层所处的地位	63	kp	第3章 数据链路层 > 3.1  数据链路层的功能 > 3.1.1  数据链路层所处的地位
wangdao-cn	3.1.2	3.1.2  链路管理	63	kp	第3章 数据链路层 > 3.1  数据链路层的功能 > 3.1.2  链路管理
wangdao-cn	3.1.3	3.1.3  封装成帧与透明传输	64	kp	第3章 数据链路层 > 3.1  数据链路层的功能 > 3.1.3  封装成帧与透明传输
wangdao-cn	3.1.4	3.1.4  流量控制	64	kp	第3章 数据链路层 > 3.1  数据链路层的功能 > 3.1.4  流量控制
wangdao-cn	3.1.5	3.1.5  差错检测与可靠传输	64	kp	第3章 数据链路层 > 3.1  数据链路层的功能 > 3.1.5  差错检测与可靠传输
wangdao-cn	3.1.6	3.1.6  本节习题精选	64	ex	第3章 数据链路层 > 3.1  数据链路层的功能 > 3.1.6  本节习题精选
wangdao-cn		单项选择题	64	ex	第3章 数据链路层 > 3.1  数据链路层的功能 > 3.1.6  本节习题精选 > 单项选择题
wangdao-cn	3.1.7	3.1.7  答案与解析	65	ex	第3章 数据链路层 > 3.1  数据链路层的功能 > 3.1.7  答案与解析
wangdao-cn		单项选择题	65	ex	第3章 数据链路层 > 3.1  数据链路层的功能 > 3.1.7  答案与解析 > 单项选择题
wangdao-cn	3.2	3.2  组帧	66	kp	第3章 数据链路层 > 3.2  组帧
wangdao-cn	3.2.1	3.2.1  字符计数法	66	kp	第3章 数据链路层 > 3.2  组帧 > 3.2.1  字符计数法
wangdao-cn	3.2.2	3.2.2  字节填充法	66	kp	第3章 数据链路层 > 3.2  组帧 > 3.2.2  字节填充法
wangdao-cn	3.2.3	3.2.3  零比特填充法	67	kp	第3章 数据链路层 > 3.2  组帧 > 3.2.3  零比特填充法
wangdao-cn	3.2.4	3.2.4  违规编码法	67	kp	第3章 数据链路层 > 3.2  组帧 > 3.2.4  违规编码法
wangdao-cn	3.2.5	3.2.5  本节习题精选	67	ex	第3章 数据链路层 > 3.2  组帧 > 3.2.5  本节习题精选
wangdao-cn		一、单项选择题	67	ex	第3章 数据链路层 > 3.2  组帧 > 3.2.5  本节习题精选 > 一、单项选择题
wangdao-cn		二、综合应用题	67	ex	第3章 数据链路层 > 3.2  组帧 > 3.2.5  本节习题精选 > 二、综合应用题
wangdao-cn	3.2.6	3.2.6  答案与解析	67	ex	第3章 数据链路层 > 3.2  组帧 > 3.2.6  答案与解析
wangdao-cn		一、单项选择题	67	ex	第3章 数据链路层 > 3.2  组帧 > 3.2.6  答案与解析 > 一、单项选择题
wangdao-cn		二、综合应用题	68	ex	第3章 数据链路层 > 3.2  组帧 > 3.2.6  答案与解析 > 二、综合应用题
wangdao-cn	3.3	3.3  差错控制	68	kp	第3章 数据链路层 > 3.3  差错控制
wangdao-cn	3.3.1	3.3.1  检错编码	69	kp	第3章 数据链路层 > 3.3  差错控制 > 3.3.1  检错编码
wangdao-cn		1．奇偶检验码	69	kp	第3章 数据链路层 > 3.3  差错控制 > 3.3.1  检错编码 > 1．奇偶检验码
wangdao-cn		2．循环冗余码	69	kp	第3章 数据链路层 > 3.3  差错控制 > 3.3.1  检错编码 > 2．循环冗余码
wangdao-cn	3.3.2	3.3.2  纠错编码	70	kp	第3章 数据链路层 > 3.3  差错控制 > 3.3.2  纠错编码
wangdao-cn	3.3.3	3.3.3  本节习题精选	71	ex	第3章 数据链路层 > 3.3  差错控制 > 3.3.3  本节习题精选
wangdao-cn		一、单项选择题	71	ex	第3章 数据链路层 > 3.3  差错控制 > 3.3.3  本节习题精选 > 一、单项选择题
wangdao-cn		二、综合应用题	72	ex	第3章 数据链路层 > 3.3  差错控制 > 3.3.3  本节习题精选 > 二、综合应用题
wangdao-cn	3.3.4	3.3.4  答案与解析	72	ex	第3章 数据链路层 > 3.3  差错控制 > 3.3.4  答案与解析
wangdao-cn		一、单项选择题	72	ex	第3章 数据链路层 > 3.3  差错控制 > 3.3.4  答案与解析 > 一、单项选择题
wangdao-cn		二、综合应用题	73	ex	第3章 数据链路层 > 3.3  差错控制 > 3.3.4  答案与解析 > 二、综合应用题
wangdao-cn	3.4	3.4  流量控制与可靠传输机制	73	kp	第3章 数据链路层 > 3.4  流量控制与可靠传输机制
wangdao-cn	3.4.1	3.4.1  流量控制与滑动窗口机制	73	kp	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.1  流量控制与滑动窗口机制
wangdao-cn		1．停止-等待流量控制基本原理	74	kp	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.1  流量控制与滑动窗口机制 > 1．停止-等待流量控制基本原理
wangdao-cn		2．滑动窗口流量控制基本原理	74	kp	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.1  流量控制与滑动窗口机制 > 2．滑动窗口流量控制基本原理
wangdao-cn	3.4.2	3.4.2  可靠传输机制	75	kp	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.2  可靠传输机制
wangdao-cn		1．单帧滑动窗口与停止-等待协议（S-W）	76	kp	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.2  可靠传输机制 > 1．单帧滑动窗口与停止-等待协议（S-W）
wangdao-cn		2．多帧滑动窗口与后退N帧协议（GBN）	76	kp	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.2  可靠传输机制 > 2．多帧滑动窗口与后退N帧协议（GBN）
wangdao-cn		3．多帧滑动窗口与选择重传协议（SR）	77	kp	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.2  可靠传输机制 > 3．多帧滑动窗口与选择重传协议（SR）
wangdao-cn		4．信道利用率的分析	78	kp	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.2  可靠传输机制 > 4．信道利用率的分析
wangdao-cn	3.4.3	3.4.3  本节习题精选	79	ex	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.3  本节习题精选
wangdao-cn		一、单项选择题	79	ex	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.3  本节习题精选 > 一、单项选择题
wangdao-cn		二、综合应用题	82	ex	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.3  本节习题精选 > 二、综合应用题
wangdao-cn	3.4.4	3.4.4  答案与解析	84	ex	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.4  答案与解析
wangdao-cn		一、单项选择题	84	ex	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.4  答案与解析 > 一、单项选择题
wangdao-cn		二、综合应用题	87	ex	第3章 数据链路层 > 3.4  流量控制与可靠传输机制 > 3.4.4  答案与解析 > 二、综合应用题
wangdao-cn	3.5	3.5  介质访问控制	89	kp	第3章 数据链路层 > 3.5  介质访问控制
wangdao-cn	3.5.1	3.5.1  信道划分介质访问控制	90	kp	第3章 数据链路层 > 3.5  介质访问控制 > 3.5.1  信道划分介质访问控制
wangdao-cn		1．时分复用（TDM）	90	kp	第3章 数据链路层 > 3.5  介质访问控制 > 3.5.1  信道划分介质访问控制 > 1．时分复用（TDM）
wangdao-cn		2．频分复用（FDM）	91	kp	第3章 数据链路层 > 3.5  介质访问控制 > 3.5.1  信道划分介质访问控制 > 2．频分复用（FDM）
wangdao-cn		3．波分复用（WDM）	91	kp	第3章 数据链路层 > 3.5  介质访问控制 > 3.5.1  信道划分介质访问控制 > 3．波分复用（WDM）
wangdao-cn		4．码分复用（CDM）	91	kp	第3章 数据链路层 > 3.5  介质访问控制 > 3.5.1  信道划分介质访问控制 > 4．码分复用（CDM）
wangdao-cn	3.5.2	3.5.2  随机访问介质访问控制	92	kp	第3章 数据链路层 > 3.5  介质访问控制 > 3.5.2  随机访问介质访问控制
wangdao-cn		1．ALOHA协议	93	kp	第3章 数据链路层 > 3.5  介质访问控制 > 3.5.2  随机访问介质访问控制 > 1．ALOHA协议
wangdao-cn		2．CSMA协议	94	kp	第3章 数据链路层 > 3.5  介质访问控制 > 3.5.2  随机访问介质访问控制 > 2．CSMA协议
wangdao-cn	3.5.3	3.5.3  轮询访问：令牌传递协议	94	kp	第3章 数据链路层 > 3.5  介质访问控制 > 3.5.3  轮询访问：令牌传递协议
wangdao-cn	3.5.4	3.5.4  本节习题精选	95	ex	第3章 数据链路层 > 3.5  介质访问控制 > 3.5.4  本节习题精选
wangdao-cn		单项选择题	95	ex	第3章 数据链路层 > 3.5  介质访问控制 > 3.5.4  本节习题精选 > 单项选择题
wangdao-cn	3.5.5	3.5.5  答案与解析	97	ex	第3章 数据链路层 > 3.5  介质访问控制 > 3.5.5  答案与解析
wangdao-cn		单项选择题	97	ex	第3章 数据链路层 > 3.5  介质访问控制 > 3.5.5  答案与解析 > 单项选择题
wangdao-cn	3.6	3.6  局域网	99	kp	第3章 数据链路层 > 3.6  局域网
wangdao-cn	3.6.1	3.6.1  局域网的基本概念和体系结构	99	kp	第3章 数据链路层 > 3.6  局域网 > 3.6.1  局域网的基本概念和体系结构
wangdao-cn	3.6.2	3.6.2  以太网与IEEE 802.3	100	kp	第3章 数据链路层 > 3.6  局域网 > 3.6.2  以太网与IEEE 802.3
wangdao-cn		1．以太网的传输介质与网卡	100	kp	第3章 数据链路层 > 3.6  局域网 > 3.6.2  以太网与IEEE 802.3 > 1．以太网的传输介质与网卡
wangdao-cn		2．以太网MAC地址	101	kp	第3章 数据链路层 > 3.6  局域网 > 3.6.2  以太网与IEEE 802.3 > 2．以太网MAC地址
wangdao-cn		3．CSMA/CD协议	101	kp	第3章 数据链路层 > 3.6  局域网 > 3.6.2  以太网与IEEE 802.3 > 3．CSMA/CD协议
wangdao-cn		4．以太网的MAC帧	103	kp	第3章 数据链路层 > 3.6  局域网 > 3.6.2  以太网与IEEE 802.3 > 4．以太网的MAC帧
wangdao-cn		5．高速以太网	104	kp	第3章 数据链路层 > 3.6  局域网 > 3.6.2  以太网与IEEE 802.3 > 5．高速以太网
wangdao-cn	3.6.3	3.6.3  IEEE 802.11无线局域网	105	kp	第3章 数据链路层 > 3.6  局域网 > 3.6.3  IEEE 802.11无线局域网
wangdao-cn		1．无线局域网的组成	105	kp	第3章 数据链路层 > 3.6  局域网 > 3.6.3  IEEE 802.11无线局域网 > 1．无线局域网的组成
wangdao-cn		2．CSMA/CA协议	106	kp	第3章 数据链路层 > 3.6  局域网 > 3.6.3  IEEE 802.11无线局域网 > 2．CSMA/CA协议
wangdao-cn		3．802.11局域网的MAC帧	109	kp	第3章 数据链路层 > 3.6  局域网 > 3.6.3  IEEE 802.11无线局域网 > 3．802.11局域网的MAC帧
wangdao-cn	3.6.4	3.6.4  VLAN基本概念与基本原理	111	kp	第3章 数据链路层 > 3.6  局域网 > 3.6.4  VLAN基本概念与基本原理
wangdao-cn	3.6.5	3.6.5  本节习题精选	112	ex	第3章 数据链路层 > 3.6  局域网 > 3.6.5  本节习题精选
wangdao-cn		一、单项选择题	112	ex	第3章 数据链路层 > 3.6  局域网 > 3.6.5  本节习题精选 > 一、单项选择题
wangdao-cn		二、综合应用题	117	ex	第3章 数据链路层 > 3.6  局域网 > 3.6.5  本节习题精选 > 二、综合应用题
wangdao-cn	3.6.6	3.6.6  答案与解析	118	ex	第3章 数据链路层 > 3.6  局域网 > 3.6.6  答案与解析
wangdao-cn		一、单项选择题	118	ex	第3章 数据链路层 > 3.6  局域网 > 3.6.6  答案与解析 > 一、单项选择题
wangdao-cn		二、综合应用题	123	ex	第3章 数据链路层 > 3.6  局域网 > 3.6.6  答案与解析 > 二、综合应用题
wangdao-cn	3.7	3.7  广域网	125	kp	第3章 数据链路层 > 3.7  广域网
wangdao-cn	3.7.1	3.7.1  广域网的基本概念	125	kp	第3章 数据链路层 > 3.7  广域网 > 3.7.1  广域网的基本概念
wangdao-cn	3.7.2	3.7.2  点对点协议	126	kp	第3章 数据链路层 > 3.7  广域网 > 3.7.2  点对点协议
wangdao-cn	3.7.3	3.7.3  本节习题精选	127	ex	第3章 数据链路层 > 3.7  广域网 > 3.7.3  本节习题精选
wangdao-cn		单项选择题	127	ex	第3章 数据链路层 > 3.7  广域网 > 3.7.3  本节习题精选 > 单项选择题
wangdao-cn	3.7.4	3.7.4  答案与解析	128	ex	第3章 数据链路层 > 3.7  广域网 > 3.7.4  答案与解析
wangdao-cn		单项选择题	128	ex	第3章 数据链路层 > 3.7  广域网 > 3.7.4  答案与解析 > 单项选择题
wangdao-cn	3.8	3.8  数据链路层设备	129	kp	第3章 数据链路层 > 3.8  数据链路层设备
wangdao-cn	3.8.1	*3.8.1  网桥的基本概念	129	kp	第3章 数据链路层 > 3.8  数据链路层设备 > *3.8.1  网桥的基本概念
wangdao-cn	3.8.2	3.8.2  以太网交换机	130	kp	第3章 数据链路层 > 3.8  数据链路层设备 > 3.8.2  以太网交换机
wangdao-cn		1．交换机的原理和特点	130	kp	第3章 数据链路层 > 3.8  数据链路层设备 > 3.8.2  以太网交换机 > 1．交换机的原理和特点
wangdao-cn		2．交换机的自学习功能	130	kp	第3章 数据链路层 > 3.8  数据链路层设备 > 3.8.2  以太网交换机 > 2．交换机的自学习功能
wangdao-cn	3.8.3	3.8.3  共享式以太网	132	kp	第3章 数据链路层 > 3.8  数据链路层设备 > 3.8.3  共享式以太网
wangdao-cn		1．共享式以太网的基本特点	132	kp	第3章 数据链路层 > 3.8  数据链路层设备 > 3.8.3  共享式以太网 > 1．共享式以太网的基本特点
wangdao-cn	3.8.4	3.8.4  本节习题精选	132	ex	第3章 数据链路层 > 3.8  数据链路层设备 > 3.8.4  本节习题精选
wangdao-cn		单项选择题	132	ex	第3章 数据链路层 > 3.8  数据链路层设备 > 3.8.4  本节习题精选 > 单项选择题
wangdao-cn	3.8.5	3.8.5  答案与解析	135	ex	第3章 数据链路层 > 3.8  数据链路层设备 > 3.8.5  答案与解析
wangdao-cn		单项选择题	135	ex	第3章 数据链路层 > 3.8  数据链路层设备 > 3.8.5  答案与解析 > 单项选择题
wangdao-cn	3.9	3.9  本章小结及疑难点	138	sum	第3章 数据链路层 > 3.9  本章小结及疑难点
wangdao-cn		第4章 网络层	139	kp	第4章 网络层
wangdao-cn		【考纲内容】	139	other	第4章 网络层 > 【考纲内容】
wangdao-cn		【复习提示】	139	other	第4章 网络层 > 【复习提示】
wangdao-cn	4.1	4.1  网络层的功能	139	kp	第4章 网络层 > 4.1  网络层的功能
wangdao-cn	4.1.1	4.1.1  异构网络互连	140	kp	第4章 网络层 > 4.1  网络层的功能 > 4.1.1  异构网络互连
wangdao-cn	4.1.2	4.1.2  路由与转发	140	kp	第4章 网络层 > 4.1  网络层的功能 > 4.1.2  路由与转发
wangdao-cn	4.1.3	4.1.3  网络层提供的两种服务	141	kp	第4章 网络层 > 4.1  网络层的功能 > 4.1.3  网络层提供的两种服务
wangdao-cn		1．虚电路	141	kp	第4章 网络层 > 4.1  网络层的功能 > 4.1.3  网络层提供的两种服务 > 1．虚电路
wangdao-cn		2．数据报	142	kp	第4章 网络层 > 4.1  网络层的功能 > 4.1.3  网络层提供的两种服务 > 2．数据报
wangdao-cn	4.1.4	4.1.4  SDN的基本概念	143	kp	第4章 网络层 > 4.1  网络层的功能 > 4.1.4  SDN的基本概念
wangdao-cn	4.1.5	4.1.5  拥塞控制	144	kp	第4章 网络层 > 4.1  网络层的功能 > 4.1.5  拥塞控制
wangdao-cn	4.1.6	4.1.6  本节习题精选	144	ex	第4章 网络层 > 4.1  网络层的功能 > 4.1.6  本节习题精选
wangdao-cn		单项选择题	144	ex	第4章 网络层 > 4.1  网络层的功能 > 4.1.6  本节习题精选 > 单项选择题
wangdao-cn	4.1.7	4.1.7  答案与解析	147	ex	第4章 网络层 > 4.1  网络层的功能 > 4.1.7  答案与解析
wangdao-cn		单项选择题	147	ex	第4章 网络层 > 4.1  网络层的功能 > 4.1.7  答案与解析 > 单项选择题
wangdao-cn	4.2	4.2  IPv4	149	kp	第4章 网络层 > 4.2  IPv4
wangdao-cn	4.2.1	4.2.1  IPv4分组	149	kp	第4章 网络层 > 4.2  IPv4 > 4.2.1  IPv4分组
wangdao-cn		1．IPv4分组的格式	149	kp	第4章 网络层 > 4.2  IPv4 > 4.2.1  IPv4分组 > 1．IPv4分组的格式
wangdao-cn		2．IP数据报分片	150	kp	第4章 网络层 > 4.2  IPv4 > 4.2.1  IPv4分组 > 2．IP数据报分片
wangdao-cn	4.2.2	4.2.2  IPv4地址	151	kp	第4章 网络层 > 4.2  IPv4 > 4.2.2  IPv4地址
wangdao-cn		1．IPv4地址	151	kp	第4章 网络层 > 4.2  IPv4 > 4.2.2  IPv4地址 > 1．IPv4地址
